"Class","Member","Type","Category","Desc"
"Msvm_BIOSElement","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_BIOSElement","RegistryURIs","String","Property","[无描述]"
"Msvm_BIOSElement","ReleaseDate","DateTime","Property","[无描述]"
"Msvm_BIOSElement","SerialNumber","String","Property","[无描述]"
"Msvm_BIOSElement","SoftwareElementID","String","Property","[无描述]"
"Msvm_BIOSElement","SoftwareElementState","UInt16","Property","[无描述]"
"Msvm_BIOSElement","Status","String","Property","[无描述]"
"Msvm_BIOSElement","StatusDescriptions","String","Property","[无描述]"
"Msvm_BIOSElement","TargetOperatingSystem","UInt16","Property","[无描述]"
"Msvm_BIOSElement","Version","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","Caption","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","Description","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","ElementName","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","ExtensionType","UInt8","Property","Indicates the type of the extension component. [枚举值: 0 - Unknown; 1 - Capture; 2 - Filter; 3 - Forwarding; 4 - Monitoring; 5 - Native]"
"Msvm_InstalledEthernetSwitchExtension","HealthState","UInt16","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","InstallDate","DateTime","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","InstanceID","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","Name","String","Property","The unique name of the extension component."
"Msvm_InstalledEthernetSwitchExtension","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","Status","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","StatusDescriptions","String","Property","[无描述]"
"Msvm_InstalledEthernetSwitchExtension","Vendor","String","Property","Indicates the vendor providing the extension."
"Msvm_InstalledEthernetSwitchExtension","Version","String","Property","The version of the extension in a format of ""major.minor"", for example ""2.0""."
"Msvm_ReplicationRelationship","Caption","String","Property","[无描述]"
"Msvm_ReplicationRelationship","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationRelationship","Description","String","Property","[无描述]"
"Msvm_ReplicationRelationship","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationRelationship","ElementName","String","Property","[无描述]"
"Msvm_ReplicationRelationship","FailedOverReplicationType","UInt16","Property","Type of failover that was performed for the virtual machine. [枚举值: 0 - None; 1 - Regular; 2 - Application consistent; 3 - Planned]"
"Msvm_ReplicationRelationship","HealthState","UInt16","Property","[无描述]"
"Msvm_ReplicationRelationship","InstallDate","DateTime","Property","[无描述]"
"Msvm_ReplicationRelationship","InstanceID","String","Property","InstanceID is an optional property that may be used to opaquely and uniquely identify an instance of this class within the scope of the instantiating Namespace. Various subclasses of this class may override this property to make it required, or a key. Such subclasses may also modify the preferred algorithms for ensuring uniqueness that are defined below. To ensure uniqueness within the NameSpace, the value of InstanceID should be constructed using the following ""preferred"" algorithm:  <OrgID>:<LocalID>  Where <OrgID> and <LocalID> are separated by a colon (:), and where <OrgID> must include a copyrighted, trademarked, or otherwise unique name that is owned by the business entity that is creating or defining the InstanceID or that is a registered ID assigned to the business entity by a recognized global authority. (This requirement is similar to the <Schema Name>_<Class Name> structure of Schema class names.) In addition, to ensure uniqueness, <OrgID> must not contain a colon (:). When using this algorithm, the first colon to appear in InstanceID must appear between <OrgID> and <LocalID>.  <LocalID> is chosen by the business entity and should not be reused to identify different underlying (real-world) elements. If not null and the above ""preferred"" algorithm is not used, the defining entity must assure that the resulting InstanceID is not reused across any InstanceIDs produced by this or other providers for the NameSpace of this instance.  If not set to null for DMTF-defined instances, the ""preferred"" algorithm must be used with the <OrgID> set to CIM."
"Msvm_ReplicationRelationship","LastApplicationConsistentReplicationTime","DateTime","Property","The time at which the last application consistent replication is received on recovery for the virtual machine."
"Msvm_ReplicationRelationship","LastApplyTime","DateTime","Property","The time at which the last replication is applied on recovery for the virtual machine."
"Msvm_ReplicationRelationship","LastReplicationTime","DateTime","Property","The time at which the last replication is received on recovery for the virtual machine."
"Msvm_ReplicationRelationship","LastReplicationType","UInt16","Property","Type of the last replication that was received for the virtual machine. [枚举值: 0 - None; 1 - Regular; 2 - Application consistent; 3 - Planned]"
"Msvm_ReplicationRelationship","Name","String","Property","[无描述]"
"Msvm_ReplicationRelationship","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationRelationship","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationRelationship","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationRelationship","ReplicationHealth","UInt16","Property","Replication health for the virtual machine. [枚举值: 0 - Not applicable; 1 - Ok; 2 - Warning; 3 - Critical]"
"Msvm_ReplicationRelationship","ReplicationState","UInt16","Property","Replication state for the virtual machine. [枚举值: 0 - Disabled; 1 - Ready for replication; 2 - Waiting to complete initial replication; 3 - Replicating; 4 - Synced replication complete; 5 - Recovered; 6 - Committed; 7 - Suspended; 8 - Critical; 9 - Waiting to start resynchronization; 10 - Resynchronizing; 11 - Resynchronization suspended; 12 - Failover in progress; 13 - Failback in progress; 14 - Failback complete; 15 - Disk update in progress; 16 - Disk update critical; 17 - Unknown; 18 - Repurpose replication in progress; 19 - Prepared for sync replication; 20 - Prepared for group reverse replication; 21 - Firedrill in progress]"
"Msvm_ReplicationRelationship","Status","String","Property","[无描述]"
"Msvm_ReplicationRelationship","StatusDescriptions","String","Property","[无描述]"
"Msvm_ReplicationProvider","Caption","String","Property","[无描述]"
"Msvm_ReplicationProvider","CommunicationStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationProvider","Description","String","Property","[无描述]"
"Msvm_ReplicationProvider","DetailedStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationProvider","ElementName","String","Property","[无描述]"
"Msvm_ReplicationProvider","HealthState","UInt16","Property","[无描述]"
"Msvm_ReplicationProvider","InstallDate","DateTime","Property","[无描述]"
"Msvm_ReplicationProvider","InstanceID","String","Property","[无描述]"
"Msvm_ReplicationProvider","Name","String","Property","Globally unique identifier of provider that identifies the endpoint provider. For host to host inbuilt this Name is fixed as 22391CDC-272C-4DDF-BA88-9BEFB1A0975C. In case of external provider this is CLSID of provider COM class object."
"Msvm_ReplicationProvider","OperatingStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationProvider","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationProvider","PrimaryStatus","UInt16","Property","[无描述]"
"Msvm_ReplicationProvider","Status","String","Property","[无描述]"
"Msvm_ReplicationProvider","StatusDescriptions","String","Property","[无描述]"
"CIM_View","Caption","String","Property","[无描述]"
"CIM_View","Description","String","Property","[无描述]"
"CIM_View","ElementName","String","Property","[无描述]"
"CIM_View","InstanceID","String","Property","[无描述]"
"Msvm_SummaryInformationBase","Caption","String","Property","[无描述]"
"Msvm_SummaryInformationBase","CreationTime","DateTime","Property","The time at which the virtual system or snapshot was created."
"Msvm_SummaryInformationBase","Description","String","Property","[无描述]"
"Msvm_SummaryInformationBase","ElementName","String","Property","The friendly name for the virtual system or snapshot."
"Msvm_SummaryInformationBase","EnabledState","UInt16","Property","The current state of the virtual system or snapshot."
"Msvm_SummaryInformationBase","EnhancedSessionModeState","UInt16","Property","Indicates whether or not enhanced mode connections are allowed by the host and if allowed, whether or not they are available to the virtual machine. [枚举值: 2 - Allowed and available; 3 - Not allowed; 6 - Allowed but not available]"
"Msvm_SummaryInformationBase","HealthState","UInt16","Property","The current health state for the virtual system. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformationBase","HostComputerSystemName","String","Property","The name of the computer hosting this virtual machine."
"Msvm_SummaryInformationBase","InstanceID","String","Property","InstanceID is an optional property that may be used to opaquely and uniquely identify an instance of this class within the scope of the instantiating Namespace. Various subclasses of this class may override this property to make it required, or a key. Such subclasses may also modify the preferred algorithms for ensuring uniqueness that are defined below. To ensure uniqueness within the NameSpace, the value of InstanceID should be constructed using the following ""preferred"" algorithm:  <OrgID>:<LocalID>  Where <OrgID> and <LocalID> are separated by a colon (:), and where <OrgID> must include a copyrighted, trademarked, or otherwise unique name that is owned by the business entity that is creating or defining the InstanceID or that is a registered ID assigned to the business entity by a recognized global authority. (This requirement is similar to the <Schema Name>_<Class Name> structure of Schema class names.) In addition, to ensure uniqueness, <OrgID> must not contain a colon (:). When using this algorithm, the first colon to appear in InstanceID must appear between <OrgID> and <LocalID>.  <LocalID> is chosen by the business entity and should not be reused to identify different underlying (real-world) elements. If not null and the above ""preferred"" algorithm is not used, the defining entity must assure that the resulting InstanceID is not reused across any InstanceIDs produced by this or other providers for the NameSpace of this instance.  If not set to null for DMTF-defined instances, the ""preferred"" algorithm must be used with the <OrgID> set to CIM."
"Msvm_SummaryInformationBase","Name","String","Property","The unique name for the virtual system or snapshot."
"Msvm_SummaryInformationBase","Notes","String","Property","The notes associated with the virtual system or snapshot."
"Msvm_SummaryInformationBase","NumberOfProcessors","UInt16","Property","The total number of virtual processors allocated to the virtual system or snapshot."
"Msvm_SummaryInformationBase","OperationalStatus","UInt16","Property","The current status of the element."
"Msvm_SummaryInformationBase","OtherEnabledState","String","Property","A string that describes the enabled or disabled state of the element when the EnabledState property is set to 1 (""Other""). This property must be set to null when EnabledState is any value other than 1."
"Msvm_SummaryInformationBase","StatusDescriptions","String","Property","Strings that describe the various OperationalStatus array values."
"Msvm_SummaryInformationBase","UpTime","UInt64","Property","The amount of time since the virtual system was last booted. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformationBase","Version","String","Property","The version of the virtual system in a format of ""major.minor"", for example ""2.0""."
"Msvm_SummaryInformationBase","VirtualSwitchNames","String","Property","Strings that list the friendly names of the virtual switches the VM is connected to."
"Msvm_SummaryInformationBase","VirtualSystemSubType","String","Property","The subtype of the virtual system."
"Msvm_SummaryInformation","AllocatedGPU","String","Property","The identifier of the physical graphics processing unit (GPU) allocated to this virtual machine (VM). This property only applies to VMs that use RemoteFX."
"Msvm_SummaryInformation","ApplicationHealth","UInt16","Property","The current application health status for the virtual system. This property may be one of the following values: ""OK""; ""Application Critical""; ""Disabled"".For more information, see the documentation for the StatusDescriptions property of the Msvm_HeartbeatComponent class. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot. [枚举值: 2 - OK; 32782 - Application Critical; 32896 - Disabled]"
"Msvm_SummaryInformation","AsynchronousTasks","Object","Property","An array of Msvm_ConcreteJob instances representing any asynchronous operations related to the virtual system which are currently executing. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","AvailableMemoryBuffer","SInt32","Property","The available memory buffer percentage in the virtual system."
"Msvm_SummaryInformation","Caption","String","Property","[无描述]"
"Msvm_SummaryInformation","CreationTime","DateTime","Property","[无描述]"
"Msvm_SummaryInformation","Description","String","Property","[无描述]"
"Msvm_SummaryInformation","ElementName","String","Property","[无描述]"
"Msvm_SummaryInformation","EnabledState","UInt16","Property","[无描述]"
"Msvm_SummaryInformation","EnhancedSessionModeState","UInt16","Property","[无描述]"
"Msvm_SummaryInformation","GuestOperatingSystem","String","Property","The name of the guest operating system, if available. If this information is not available, the value of this property is NULL. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","HealthState","UInt16","Property","[无描述]"
"Msvm_SummaryInformation","Heartbeat","UInt16","Property","The current heartbeat status for the virtual system. This property may be one of the following values: ""OK""; ""Error""; ""No Contact""; or ""Lost Communication"". For more information, see the documentation for the StatusDescriptions property of the Msvm_HeartbeatComponent class. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","HostComputerSystemName","String","Property","[无描述]"
"Msvm_SummaryInformation","HypervisorPartitionId","UInt64","Property","The unique identifier of the hypervisor partition used by the virtual system."
"Msvm_SummaryInformation","InstanceID","String","Property","[无描述]"
"Msvm_SummaryInformation","IntegrationServicesVersionState","UInt16","Property","Whether or not the integration services installed in the virtual machine are up to date [枚举值: 0 - Unknown; 1 - UpToDate; 2 - Mismatch]"
"Msvm_SummaryInformation","MemoryAvailable","SInt32","Property","The memory available percentage in the virtual system."
"Msvm_SummaryInformation","MemorySpansPhysicalNumaNodes","Boolean","Property","Indicates whether or not the memory of the one or more of the virtual non-uniform memory access (NUMA) nodes of the virtual machine spans multiple physical NUMA nodes of the hosting computer system."
"Msvm_SummaryInformation","MemoryUsage","UInt64","Property","The current memory usage of the virtual system. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","Name","String","Property","[无描述]"
"Msvm_SummaryInformation","Notes","String","Property","[无描述]"
"Msvm_SummaryInformation","NumberOfProcessors","UInt16","Property","[无描述]"
"Msvm_SummaryInformation","OperationalStatus","UInt16","Property","[无描述]"
"Msvm_SummaryInformation","OtherEnabledState","String","Property","[无描述]"
"Msvm_SummaryInformation","ProcessorLoad","UInt16","Property","The current processor usage of the virtual system. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","ProcessorLoadHistory","UInt16","Property","An array of the previous 100 samples of the processor usage for the virtual system. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","ReplicationHealth","UInt16","Property","Replication health for the virtual machine. [枚举值: 0 - Not applicable; 1 - Ok; 2 - Warning; 3 - Critical]"
"Msvm_SummaryInformation","ReplicationHealthEx","UInt16","Property","The array of Replication health values for the various replication relationships of the virtual machine. [枚举值: 0 - Not applicable; 1 - Ok; 2 - Warning; 3 - Critical]"
"Msvm_SummaryInformation","ReplicationMode","UInt16","Property","Identifies replication type for the virtual machine. [枚举值: 0 - None; 1 - Primary; 2 - Replica; 3 - Test Replica; 4 - Extended Replica]"
"Msvm_SummaryInformation","ReplicationProviderId","String","Property","Globally unique identifier of provider that identifies the endpoint provider. For Hyper-V host to another Hyper-V host, provider id is fixed as 22391CDC-272C-4DDF-BA88-9BEFB1A0975C. In case of external provider this is CLSID of provider COM class object."
"Msvm_SummaryInformation","ReplicationState","UInt16","Property","Replication state for the virtual machine. [枚举值: 0 - Disabled; 1 - Ready for replication; 2 - Waiting to complete initial replication; 3 - Replicating; 4 - Synced replication complete; 5 - Recovered; 6 - Committed; 7 - Suspended; 8 - Critical; 9 - Waiting to start resynchronization; 10 - Resynchronizing; 11 - Resynchronization suspended; 12 - Failover in progress]"
"Msvm_SummaryInformation","ReplicationStateEx","UInt16","Property","The array of Replication state values for the various replication relationships of the virtual machine. [枚举值: 0 - Disabled; 1 - Ready for replication; 2 - Waiting to complete initial replication; 3 - Replicating; 4 - Synced replication complete; 5 - Recovered; 6 - Committed; 7 - Suspended; 8 - Critical; 9 - Waiting to start resynchronization; 10 - Resynchronizing; 11 - Resynchronization suspended; 12 - Failover in progress; 13 - Failback in progress; 14 - Failback complete; 15 - Disk update in progress; 16 - Disk update critical; 17 - Unknown; 18 - Repurpose replication in progress; 19 - Prepared for sync replication; 20 - Prepared for group reverse replication; 21 - Firedrill in progress]"
"Msvm_SummaryInformation","Shielded","Boolean","Property","Indicates whether or not shielding is configured for the virtual machine."
"Msvm_SummaryInformation","Snapshots","Object","Property","An array of Msvm_VirtualSystemSettingData instances representing the snapshots for the virtual system. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","StatusDescriptions","String","Property","[无描述]"
"Msvm_SummaryInformation","SwapFilesInUse","Boolean","Property","Indicates if Smart Paging is active."
"Msvm_SummaryInformation","TestReplicaSystem","Reference","Property","Reference to the CIM_ComputerSystem instance representing the test replica virtual system for the virtual machine. This property is not valid for instances of Msvm_SummaryInformation representing a virtual system snapshot."
"Msvm_SummaryInformation","ThumbnailImage","UInt8","Property","An array containing a small, thumbnail-sized image of the desktop for the virtual system or snapshot in RGB565 format."
"Msvm_SummaryInformation","ThumbnailImageHeight","UInt16","Property","The height in pixels of the image in the ThumbnailImage property."
"Msvm_SummaryInformation","ThumbnailImageWidth","UInt16","Property","The width in pixels of the image in the ThumbnailImage property."
"Msvm_SummaryInformation","UpTime","UInt64","Property","[无描述]"
"Msvm_SummaryInformation","Version","String","Property","[无描述]"
"Msvm_SummaryInformation","VirtualSwitchNames","String","Property","[无描述]"
"Msvm_SummaryInformation","VirtualSystemSubType","String","Property","[无描述]"
"CIM_Collection","Caption","String","Property","[无描述]"
"CIM_Collection","Description","String","Property","[无描述]"
"CIM_Collection","ElementName","String","Property","[无描述]"
"CIM_Collection","InstanceID","String","Property","[无描述]"
"Msvm_SnapshotCollection","Caption","String","Property","[无描述]"
"Msvm_SnapshotCollection","CollectionID","String","Property","The unique identification of the Collection object."
"Msvm_SnapshotCollection","Description","String","Property","[无描述]"
"Msvm_SnapshotCollection","ElementName","String","Property","An user-defined name for the collection. Note this is not guaranteed to be unique."
"Msvm_SnapshotCollection","InstanceID","String","Property","[无描述]"
"CIM_CollectionOfMSEs","Caption","String","Property","[无描述]"
"CIM_CollectionOfMSEs","CollectionID","String","Property","The identification of the Collection object. When subclassed, the CollectionID property can be overridden to be a Key property."
"CIM_CollectionOfMSEs","Description","String","Property","[无描述]"
"CIM_CollectionOfMSEs","ElementName","String","Property","[无描述]"
"CIM_CollectionOfMSEs","InstanceID","String","Property","[无描述]"
"Msvm_VirtualSystemCollection","Caption","String","Property","[无描述]"
"Msvm_VirtualSystemCollection","CollectionID","String","Property","The unique identification of the Collection object."
"Msvm_VirtualSystemCollection","Description","String","Property","[无描述]"
"Msvm_VirtualSystemCollection","ElementName","String","Property","An user-defined name for the collection. Note this is not guaranteed to be unique."
"Msvm_VirtualSystemCollection","FailedOverReplicationType","UInt16","Property","Type of failover that was performed for the virtual system collection. [枚举值: 0 - None; 1 - Regular; 2 - Planned]"
"Msvm_VirtualSystemCollection","InstanceID","String","Property","[无描述]"
"Msvm_VirtualSystemCollection","LastApplyConsistencyLevel","UInt16","Property","Consistency level of the last applied delta. Application Consistent: The last applied delta indicates a point in time when the virtual system was in application consistent state.  Crash Consistent: The last applied delta indicates a point in time when the virtual system was in crash consistent state.  Group Crash Consistent: The last applied delta indicates a point in time when the group was in crash consistent state. [枚举值: 0 - Unknown; 1 - Application Consistent; 2 - Crash Consistent; 3 - Group Crash Consistent]"
"Msvm_VirtualSystemCollection","LastApplyTime","DateTime","Property","The time at which the last replication is applied on recovery for the virtual system collection."
"Msvm_VirtualSystemCollection","LastApplyVirtualMachineIds","String","Property","Array of Virtual Machine Ids which were successfully applied in last apply cycle."
"Msvm_VirtualSystemCollection","ReplicationMode","UInt16","Property","Replication type for the virtual system collection. [枚举值: 0 - None; 1 - Primary; 2 - Replica; 3 - Test Replica]"
"Msvm_VirtualSystemCollection","ReplicationState","UInt16","Property","Replication state for the virtual system collection. [枚举值: 0 - Disabled; 1 - Ready for replication; 2 - Waiting to complete initial replication; 3 - Replicating; 4 - Failover initiated; 5 - Recovered; 6 - Committed; 7 - Suspended; 8 - Critical; 9 - Waiting to start resynchronization; 10 - Resynchronizing; 11 - Planned failover initiatedRepurpose initiatedTest failover initiatedPartially enabled; 12 - Partially disabled; 13 - Partially recovered]"
"Msvm_ManagementCollection","Caption","String","Property","[无描述]"
"Msvm_ManagementCollection","CollectionID","String","Property","The unique identification of the Collection object."
"Msvm_ManagementCollection","Description","String","Property","[无描述]"
"Msvm_ManagementCollection","ElementName","String","Property","An user-defined name for the collection. Note this is not guaranteed to be unique."
"Msvm_ManagementCollection","InstanceID","String","Property","[无描述]"
"Msvm_ReferencePointCollection","Caption","String","Property","[无描述]"
"Msvm_ReferencePointCollection","CollectionID","String","Property","The unique identification of the Collection object."
"Msvm_ReferencePointCollection","ConsistencyLevel","UInt16","Property","Consistency level of the reference point. Crash Consistent: The reference point indicates a point in time when the virtual system was in crash consistent state.  Application Consistent: The reference point indicates a point in time when the virtual system was in application consistent state. [枚举值: 0 - Unknown; 1 - Crash Consistent; 2 - Application Consistent]"
"Msvm_ReferencePointCollection","Description","String","Property","[无描述]"
"Msvm_ReferencePointCollection","ElementName","String","Property","An user-defined name for the collection. Note this is not guaranteed to be unique."
"Msvm_ReferencePointCollection","HasAssociatedLog","Boolean","Property","This property is set to TRUE if all the member reference points have associated logs. This is valid only for log based reference points. For RCT based reference points this is set to FALSE. For log based reference points, once the log is discarded this value becomes FALSE."
"Msvm_ReferencePointCollection","InstanceID","String","Property","[无描述]"
"Msvm_ReferencePointCollection","ReferencePointType","UInt16","Property","Indicates the type of the reference point.  Log based: Hyper-V replica log tracking.  RCT based: Based on Resilient Change Tracking of virtual disks. [枚举值: 0 - Unknown; 1 - Log based; 2 - RCT based; .. - DMTF Reserved; 32768..65535 - Vendor Specific]"
"Msvm_ReferencePointCollection","VirtualSystemCollectionId","String","Property","The identifier of the Msvm_VirtualSystemCollection to which this reference point belongs"
"CIM_BaseMetricValue","BreakdownDimension","String","Property","If present, specifies one BreakdownDimension from the BreakdownDimensions array defined in the associated CIM_ BaseMetricDefinition. This is the dimension along which this set of metric values is broken down. For a description of the concept, see the class CIM_BaseMetricDefinition."
"CIM_BaseMetricValue","BreakdownValue","String","Property","Defines a value of the BreakdownDimension property defined for this metric value instance. For instance, if the BreakdownDimension is ""TransactionName"", this property could name the actual transaction to which this particular metric value applies."
"CIM_BaseMetricValue","Caption","String","Property","[无描述]"
"CIM_BaseMetricValue","Description","String","Property","[无描述]"
"CIM_BaseMetricValue","Duration","DateTime","Property","Property that represents the time duration over which this metric value is valid. This property should not exist for timestamps that apply only to a point in time but should be defined for values that are considered valid for a certain time period (ex. sampling). If the ""Duration"" property exists and is nonNull, the TimeStamp is to be considered the end of the interval."
"CIM_BaseMetricValue","ElementName","String","Property","[无描述]"
"CIM_BaseMetricValue","InstanceID","String","Property","Within the scope of the instantiating Namespace, InstanceID opaquely and uniquely identifies an instance of this class. In order to ensure uniqueness within the NameSpace, the value of InstanceID SHOULD be constructed using the following 'preferred' algorithm:  :  Where and are separated by a colon ':', and where MUST include a copyrighted, trademarked or otherwise unique name that is owned by the business entity creating/defining the InstanceID, or is a registered ID that is assigned to the business entity by a recognized global authority (This is similar to the <Schema Name>_<Class Name> structure of Schema class names.) In addition, to ensure uniqueness MUST NOT contain a colon (':'). When using this algorithm, the first colon to appear in InstanceID MUST appear between and .  is chosen by the business entity and SHOULD not be re-used to identify different underlying (real-world) elements. If the above 'preferred' algorithm is not used, the defining entity MUST assure that the resultant InstanceID is not re-used across any InstanceIDs produced by this or other providers for this instance's NameSpace.  For DMTF defined instances, the 'preferred' algorithm MUST be used with the set to 'CIM'."
"CIM_BaseMetricValue","MeasuredElementName","String","Property","A descriptive name for the element to which the metric value belongs (i.e., the measured element). This property is required by behavior if there is no association defined to a ManagedElement, but may be used in other cases to provide supplemental information. This allows metrics to be captured independently of any ManagedElement. An example is where a metric value belongs to a combination of elements, such as the input and output ports of the traffic in a switch. If there are multiple ManagedElements associated with the metric value, then usually there is one that naturally belongs to the metric value and that one should be used to create the supplemental information. The property is not meant to be used as a foreign key to search on the measured element. Instead, the association to the ManagedElement should be used."
"CIM_BaseMetricValue","MetricDefinitionId","String","Property","The key of the BaseMetricDefinition instance for this CIM_BaseMetricValue instance value."
"CIM_BaseMetricValue","MetricValue","String","Property","The value of the metric represented as a string. Its original data type is specified in CIM_BaseMetricDefinition."
"CIM_BaseMetricValue","TimeStamp","DateTime","Property","Identifies the time when the value of a metric instance is computed. Note that this is different from the time when the instance is created. For a given CIM_BaseMetricValue instance, the TimeStamp changes whenever a new measurement snapshot is taken if Volatile is true. A managmenet application may establish a time series of metric data by retrieving the instances of CIM_BaseMetricValue and sorting them according to their TimeStamp."
"CIM_BaseMetricValue","volatile","Boolean","Property","If true, Volatile indicates that the value for the next point in time may use the same object and just change its properties (such as the value or timestamp). If false, the existing objects remain unchanged and a new object is created for the new point in time."
"CIM_AggregationMetricValue","AggregationDuration","DateTime","Property","Property that represents the time duration over which the aggregation was computed. The start of a monitoring interval over which the aggregation function is applied is determined by subtracting the AggregationDuration from the AggregationTimestamp."
"CIM_AggregationMetricValue","AggregationTimeStamp","DateTime","Property","Identifies the time when the aggregation function was applied to determine the value of the metric instance. Note that this is different from the time when the instance is created. For a given CIM_AggregationMetricValue instance, the AggregationTimeStamp changes whenever the aggregation function is applied to calculate the value."
"CIM_AggregationMetricValue","BreakdownDimension","String","Property","[无描述]"
"CIM_AggregationMetricValue","BreakdownValue","String","Property","[无描述]"
"CIM_AggregationMetricValue","Caption","String","Property","[无描述]"
"CIM_AggregationMetricValue","Description","String","Property","[无描述]"
"CIM_AggregationMetricValue","Duration","DateTime","Property","[无描述]"
"CIM_AggregationMetricValue","ElementName","String","Property","[无描述]"
"CIM_AggregationMetricValue","InstanceID","String","Property","[无描述]"
"CIM_AggregationMetricValue","MeasuredElementName","String","Property","[无描述]"
"CIM_AggregationMetricValue","MetricDefinitionId","String","Property","[无描述]"
"CIM_AggregationMetricValue","MetricValue","String","Property","[无描述]"
"CIM_AggregationMetricValue","TimeStamp","DateTime","Property","[无描述]"
"CIM_AggregationMetricValue","volatile","Boolean","Property","[无描述]"
"Msvm_AggregationMetricValue","AggregationDuration","DateTime","Property","[无描述]"
"Msvm_AggregationMetricValue","AggregationTimeStamp","DateTime","Property","[无描述]"
"Msvm_AggregationMetricValue","BreakdownDimension","String","Property","[无描述]"
"Msvm_AggregationMetricValue","BreakdownValue","String","Property","[无描述]"
"Msvm_AggregationMetricValue","Caption","String","Property","[无描述]"
"Msvm_AggregationMetricValue","Description","String","Property","[无描述]"
"Msvm_AggregationMetricValue","Duration","DateTime","Property","[无描述]"
"Msvm_AggregationMetricValue","ElementName","String","Property","[无描述]"
"Msvm_AggregationMetricValue","InstanceID","String","Property","[无描述]"
"Msvm_AggregationMetricValue","MeasuredElementName","String","Property","[无描述]"
"Msvm_AggregationMetricValue","MetricDefinitionId","String","Property","[无描述]"
"Msvm_AggregationMetricValue","MetricValue","String","Property","[无描述]"
"Msvm_AggregationMetricValue","TimeStamp","DateTime","Property","[无描述]"
"Msvm_AggregationMetricValue","volatile","Boolean","Property","[无描述]"
"Msvm_BaseMetricValue","BreakdownDimension","String","Property","[无描述]"
"Msvm_BaseMetricValue","BreakdownValue","String","Property","[无描述]"
"Msvm_BaseMetricValue","Caption","String","Property","[无描述]"
"Msvm_BaseMetricValue","Description","String","Property","[无描述]"
"Msvm_BaseMetricValue","Duration","DateTime","Property","[无描述]"
"Msvm_BaseMetricValue","ElementName","String","Property","[无描述]"
"Msvm_BaseMetricValue","InstanceID","String","Property","[无描述]"
"Msvm_BaseMetricValue","MeasuredElementName","String","Property","[无描述]"
"Msvm_BaseMetricValue","MetricDefinitionId","String","Property","[无描述]"
"Msvm_BaseMetricValue","MetricValue","String","Property","[无描述]"
"Msvm_BaseMetricValue","TimeStamp","DateTime","Property","[无描述]"
"Msvm_BaseMetricValue","volatile","Boolean","Property","[无描述]"
"Msvm_MoveUnmanagedVhd","Caption","String","Property","[无描述]"
"Msvm_MoveUnmanagedVhd","Description","String","Property","[无描述]"
"Msvm_MoveUnmanagedVhd","ElementName","String","Property","[无描述]"
"Msvm_MoveUnmanagedVhd","InstanceID","String","Property","[无描述]"
"Msvm_MoveUnmanagedVhd","VhdDestinationPath","String","Property","[无描述]"
"Msvm_MoveUnmanagedVhd","VhdSourcePath","String","Property","[无描述]"
"Msvm_EthernetPortData","Caption","String","Property","[无描述]"
